Date,Soil_Temperature (°C),Soil_Moisture (%),Air_Temperature (°C),Air_Humidity (%),Paddy_Growth_Stage,Recommended_Fertilizer,Quantity_kg_per_acre,Purpose,Sustainability_Note,Predicted_Yield_ton_per_ha,Cost_LKR_per_ha
22/05/2023,27.6,45.7,29.2,90.7,Panicle Initiation,Boron,29.1,Calcium and nitrate supply for strong stems,Ensure soil testing before application.,10.08965501,1406.87
26/09/2023,33.4,25.6,30.1,94,Harvest,Copper Sulphate,23.4,Potassium for stem and disease resistance,Prefer organic alternatives where possible.,9.579217888,3431.85
29/11/2023,28.3,43.9,34,61.5,Tillering,DAP,28.9,Phosphorus for root development,Prefer organic alternatives where possible.,9.334686579,3684.68
24/12/2023,31.3,55.4,35.4,76.1,Flowering,Magnesium Sulphate,19.9,Potassium for stress tolerance,Prefer organic alternatives where possible.,10.09602948,1833.69
26/07/2023,28.8,25.8,31.6,84.6,Harvest,Seaweed Extract,6.5,Potassium for stem and disease resistance,Ensure soil testing before application.,8.830081554,2540.09
24/03/2023,30,73.1,30.6,88.6,Tillering,MOP,19.8,Potassium for stress tolerance,Maintain irrigation schedule to avoid fertilizer runoff.,10.95636907,2421.51
02/03/2023,28.7,37.3,31.1,91.1,Harvest,Calcium Nitrate,8,Improves soil fertility and carbon retention,Use split application to reduce leaching.,9.136695865,3080.71
16/08/2023,26.6,27.7,35.6,85.4,Seedling,Magnesium Sulphate,26.5,Micronutrient for flower formation,Ensure soil testing before application.,9.135557845,1284.3
18/12/2023,26.8,71.9,31.3,87.8,Flowering,DAP,28.1,Micronutrient for flower formation,Avoid chemical overuse; combine with compost.,10.71407248,3297.61
13/12/2023,22.1,69,33.9,78.7,Harvest,MOP,24.8,Improves soil structure and moisture retention,Ensure soil testing before application.,10.27557786,3953.56
28/06/2023,28.2,47.6,35,80.5,Seedling,DAP,10.3,Growth stimulant and micronutrients,Avoid chemical overuse; combine with compost.,9.749803422,2674.02
08/05/2023,27.4,61.2,28.3,73.4,Flowering,Copper Sulphate,22,Slow-release phosphorus,Ensure soil testing before application.,10.18570347,2270.58
25/02/2023,24,71.9,32.5,91,Harvest,MOP,8.3,Improves soil fertility and carbon retention,Use split application to reduce leaching.,10.57848156,2063.99
18/01/2023,30,28.7,29,86.5,Harvest,Potash,4.3,Enhances microbial activity,Ensure soil testing before application.,8.636124243,2448.35
23/03/2023,23,60,28.3,77,Harvest,MOP,23.1,Nitrogen boost for vegetative growth,Maintain irrigation schedule to avoid fertilizer runoff.,9.762948718,2936.65
10/06/2023,24.7,57.5,31.8,70.2,Harvest,Magnesium Sulphate,31.9,Enhances microbial activity,Avoid chemical overuse; combine with compost.,9.884765432,1557.1
28/01/2023,27.4,26,32.6,87.4,Panicle Initiation,Boron,5.7,Nitrogen and sulphur supply,Ensure soil testing before application.,8.733877477,2629.5
27/05/2023,31,63.2,29.9,69.8,Harvest,Biochar,14.8,Enhances microbial activity,Avoid chemical overuse; combine with compost.,10.03543068,3209.73
15/10/2023,27,30.4,27.3,69,Panicle Initiation,Phosphate Rock,20.9,Calcium and nitrate supply for strong stems,Maintain irrigation schedule to avoid fertilizer runoff.,8.825921893,1742.35
20/01/2023,27.7,45.3,33.5,66.9,Panicle Initiation,DAP,32.6,Calcium and nitrate supply for strong stems,Use split application to reduce leaching.,9.756236458,3969.85
28/04/2023,33.9,38.1,33.4,68.6,Seedling,Seaweed Extract,21.8,Magnesium for chlorophyll synthesis,Prefer organic alternatives where possible.,9.591750884,3426.4
12/07/2023,31.5,50.4,27,82.2,Flowering,Ammonium Sulphate,14.6,Potassium for stem and disease resistance,Maintain irrigation schedule to avoid fertilizer runoff.,9.753013137,3100.4
13/07/2023,28.9,59.5,35.7,93.2,Panicle Initiation,Copper Sulphate,27.1,Improves grain quality and resistance,Ensure soil testing before application.,10.8713041,2753.93
15/01/2023,32,56.9,33.2,76,Tillering,Zinc Sulphate,40,Phosphorus for root development,Use split application to reduce leaching.,10.67485773,4693.61
11/02/2023,33.2,71.7,34.5,63.9,Panicle Initiation,DAP,19.9,Soil conditioner and nutrient uptake,Maintain irrigation schedule to avoid fertilizer runoff.,10.77169489,2675.65
20/02/2023,25.6,64.1,26.1,89.3,Tillering,Potash,11.5,Micronutrient for enzyme activation,Maintain irrigation schedule to avoid fertilizer runoff.,10.37463065,2834.08
01/04/2023,32.1,45.2,34.6,70.9,Seedling,Biochar,17.3,Micronutrient for enzyme activation,Avoid chemical overuse; combine with compost.,9.616459681,2265.8
02/02/2023,28.5,62.3,30.2,72.9,Tillering,Iron Chelate,9.2,Iron supply to prevent chlorosis,Ensure soil testing before application.,9.980019894,2305.55
05/12/2023,25.8,60.4,32.1,76.9,Seedling,Ammonium Sulphate,14.2,Micronutrient for enzyme activation,Prefer organic alternatives where possible.,9.9555661,668.26
25/03/2023,23.4,70.7,28.1,89.6,Seedling,DAP,6.9,Improves soil fertility and carbon retention,Prefer organic alternatives where possible.,10.23522409,3075.52
04/03/2023,28.7,67,26.7,91.2,Seedling,Phosphate Rock,24.9,Soil conditioner and nutrient uptake,Maintain irrigation schedule to avoid fertilizer runoff.,10.87929524,2577.02
13/04/2023,28.5,51.4,30.6,65,Tillering,DAP,20.5,Magnesium for chlorophyll synthesis,Prefer organic alternatives where possible.,9.739698604,4109.8
11/10/2023,29.5,45.4,26.2,68.7,Tillering,Humic Acid,10.4,Soil conditioner and nutrient uptake,Use split application to reduce leaching.,9.145379695,2369.1
24/11/2023,25.1,47.3,28.6,78.2,Seedling,Iron Chelate,22,Improves soil structure and moisture retention,Avoid chemical overuse; combine with compost.,9.318775927,2258.3
01/02/2023,28.5,47.3,32.8,68.7,Seedling,Biochar,8.5,Potassium for stem and disease resistance,Use split application to reduce leaching.,9.425742709,2743.69
03/10/2023,31.2,51.8,30.1,75,Flowering,Calcium Nitrate,20.3,Improves soil fertility and carbon retention,Use split application to reduce leaching.,9.750670857,3328.42
16/12/2023,32.3,62.1,34,68,Seedling,Urea,23.4,Improves grain quality and resistance,Avoid chemical overuse; combine with compost.,10.59516734,2770.14
26/05/2023,29,47.6,34.7,82.5,Harvest,Boron,16.1,Potassium for stress tolerance,Use split application to reduce leaching.,10.09920223,1490.59
16/07/2023,31,65,26.6,88.2,Flowering,Phosphate Rock,15.5,Nitrogen and sulphur supply,Avoid chemical overuse; combine with compost.,10.69400365,2739.99
20/04/2023,26.7,52.8,32.8,64.5,Flowering,Phosphate Rock,20.5,Soil conditioner and nutrient uptake,Maintain irrigation schedule to avoid fertilizer runoff.,9.591953733,1859.33
02/07/2023,32.5,61.4,34.1,87.5,Flowering,Iron Chelate,18.7,Slow-release phosphorus,Maintain irrigation schedule to avoid fertilizer runoff.,10.70198757,1579.02
12/12/2023,29.7,50.6,26,74.2,Harvest,Humic Acid,5.7,Iron supply to prevent chlorosis,Use split application to reduce leaching.,9.221465436,2759.87
07/12/2023,32,33.4,26.2,92.5,Flowering,Calcium Nitrate,28.9,Enhances microbial activity,Prefer organic alternatives where possible.,9.662937292,1377.26
02/03/2023,28.6,36.9,30.8,91.8,Flowering,Iron Chelate,7.8,Soil conditioner and nutrient uptake,Use split application to reduce leaching.,9.126205451,3145.47
12/11/2023,30.9,36.8,36,94.1,Tillering,Compost Tea,22.9,Soil conditioner and nutrient uptake,Prefer organic alternatives where possible.,9.943640763,3506.18
25/12/2023,26.3,32.5,34.3,64.6,Tillering,Iron Chelate,16,Iron supply to prevent chlorosis,Ensure soil testing before application.,8.65827749,792.5
21/10/2023,24.9,69.5,26.7,89.1,Seedling,Phosphate Rock,25.8,Nitrogen enrichment from legumes,Prefer organic alternatives where possible.,10.47475306,3169.31
25/08/2023,22.7,72,31,73.3,Seedling,Biochar,20,Growth stimulant and micronutrients,Prefer organic alternatives where possible.,10.38239544,1783.32
05/07/2023,32.8,69.3,26.6,71,Panicle Initiation,Magnesium Sulphate,22.1,Improves grain quality and resistance,Maintain irrigation schedule to avoid fertilizer runoff.,10.54439022,641.84
10/03/2023,22.7,44.7,35.2,80.9,Harvest,Potash,19.1,Potassium for stem and disease resistance,Avoid chemical overuse; combine with compost.,9.422875764,609.52
02/02/2023,33,35.4,32.1,90.2,Tillering,Magnesium Sulphate,25,Potassium for stress tolerance,Avoid chemical overuse; combine with compost.,9.636407626,2515.81
20/08/2023,32.2,58.1,35.1,91.1,Seedling,Seaweed Extract,7.8,Magnesium for chlorophyll synthesis,Prefer organic alternatives where possible.,10.33599472,3025.37
15/12/2023,28.3,68.2,29,83.8,Harvest,Copper Sulphate,16.6,Nitrogen enrichment from legumes,Prefer organic alternatives where possible.,10.5256849,894.03
28/11/2023,33.5,57.7,26.8,90.6,Flowering,Compost Tea,33,Improves soil structure and moisture retention,Avoid chemical overuse; combine with compost.,10.76170568,1655.05
24/05/2023,31,27.2,28.2,68.8,Harvest,Zinc Sulphate,11,Phosphorus for root development,Maintain irrigation schedule to avoid fertilizer runoff.,8.766127373,3125.42
26/11/2023,33.3,29.6,30.2,60.3,Tillering,Phosphate Rock,17.3,Improves grain quality and resistance,Maintain irrigation schedule to avoid fertilizer runoff.,8.597242458,868.89
03/01/2023,30.9,65,33.8,83.6,Panicle Initiation,Ammonium Sulphate,17.6,Micronutrient for enzyme activation,Ensure soil testing before application.,10.68875254,2319.37
06/04/2023,27.4,38.8,28.5,81.2,Tillering,Copper Sulphate,10.8,Growth stimulant and micronutrients,Prefer organic alternatives where possible.,9.219762765,2682.94
15/07/2023,24.8,67.5,27.7,75,Seedling,Boron,17.6,Enhances microbial activity,Prefer organic alternatives where possible.,9.92728896,3580.37
12/08/2023,26.8,60.8,31.9,61.7,Seedling,Seaweed Extract,17.2,Phosphorus for root development,Maintain irrigation schedule to avoid fertilizer runoff.,9.829616974,3416.06
28/04/2023,22.9,60.9,35.7,86.2,Harvest,Potash,14.5,Slow-release phosphorus,Maintain irrigation schedule to avoid fertilizer runoff.,10.11355527,727.03
18/05/2023,27.5,33.3,35.2,62.4,Tillering,Copper Sulphate,15.7,Micronutrient for enzyme activation,Prefer organic alternatives where possible.,8.969377412,3146.99
07/09/2023,29.7,26.8,35.2,68.2,Seedling,MOP,20.8,Soil conditioner and nutrient uptake,Use split application to reduce leaching.,8.85860168,653.16
19/04/2023,24.2,55.2,34.5,73.6,Flowering,Zinc Sulphate,18,Improves soil fertility and carbon retention,Maintain irrigation schedule to avoid fertilizer runoff.,10.03439829,1480.68
09/03/2023,26.1,29.2,33.6,75.5,Flowering,Magnesium Sulphate,14,Slow-release phosphorus,Use split application to reduce leaching.,8.840366895,620.26
02/12/2023,32.2,65,29.9,66.4,Panicle Initiation,Boron,22.8,Enhances microbial activity,Maintain irrigation schedule to avoid fertilizer runoff.,10.3550036,3445.42
06/06/2023,29.1,53.1,29.8,62.6,Harvest,Biochar,14.2,Phosphorus for root development,Maintain irrigation schedule to avoid fertilizer runoff.,9.408787897,2974.45
28/03/2023,31.1,35,30.1,62,Seedling,Potash,16,Improves soil structure and moisture retention,Ensure soil testing before application.,8.780694762,3553.93
27/12/2023,23.9,25.8,34,92.4,Panicle Initiation,Organic Compost,20.3,Phosphorus for root development,Avoid chemical overuse; combine with compost.,8.934074715,4130.38
06/11/2023,31.3,70.4,28.5,61.2,Flowering,Calcium Nitrate,8.8,Nitrogen enrichment from legumes,Use split application to reduce leaching.,10.05035173,2594.42
18/10/2023,24.2,37.3,32.6,72.1,Panicle Initiation,Phosphate Rock,20.4,Enhances microbial activity,Prefer organic alternatives where possible.,8.866020762,4100.82
07/10/2023,31.9,54.9,26.9,88.8,Panicle Initiation,DAP,13.1,Phosphorus for root development,Use split application to reduce leaching.,10.19233609,599.66
27/02/2023,24.3,51,31.2,91.1,Seedling,Phosphate Rock,6.9,Potassium for stem and disease resistance,Avoid chemical overuse; combine with compost.,9.631160299,3058.32
31/03/2023,31.6,42.7,34.6,73.7,Seedling,Phosphate Rock,24.4,Nitrogen and sulphur supply,Maintain irrigation schedule to avoid fertilizer runoff.,9.643185699,3464.26
14/11/2023,23.6,43.8,34.5,87.5,Seedling,Iron Chelate,24.2,Nitrogen and sulphur supply,Use split application to reduce leaching.,9.477203961,2860.38
12/09/2023,26.3,37.9,28.9,63.8,Harvest,Copper Sulphate,28,Magnesium for chlorophyll synthesis,Avoid chemical overuse; combine with compost.,9.0872339,3765.65
09/10/2023,28,71.2,30.1,95,Panicle Initiation,MOP,4.6,Potassium for stress tolerance,Use split application to reduce leaching.,10.79512531,2069.44
13/02/2023,26,40.9,34.1,75.3,Panicle Initiation,Phosphate Rock,18.5,Slow-release phosphorus,Prefer organic alternatives where possible.,9.319032892,1477.87
07/11/2023,24.2,55.5,31.7,94.5,Harvest,Phosphate Rock,8.6,Micronutrient for enzyme activation,Maintain irrigation schedule to avoid fertilizer runoff.,10.08819766,3717.52
01/12/2023,24.5,31.3,26.6,92.6,Flowering,Biochar,21.8,Growth stimulant and micronutrients,Avoid chemical overuse; combine with compost.,9.289560273,1714.44
16/11/2023,23.2,56.1,33.2,88,Tillering,Humic Acid,16.2,Potassium for stress tolerance,Use split application to reduce leaching.,10.11577598,3741.24
17/08/2023,23,34.5,31.9,75.9,Flowering,Potash,21.7,Improves soil fertility and carbon retention,Use split application to reduce leaching.,8.839177747,3280.56
30/08/2023,27.6,55.8,27.3,68.3,Harvest,Zinc Sulphate,11.5,Slow-release phosphorus,Maintain irrigation schedule to avoid fertilizer runoff.,9.723825886,2879.11
14/11/2023,24,43.7,34.4,86.5,Panicle Initiation,Urea,22.9,Potassium for stress tolerance,Use split application to reduce leaching.,9.469762688,2834.76
20/10/2023,33.1,71.9,33.2,75.1,Panicle Initiation,Calcium Nitrate,21.8,Phosphorus for root development,Use split application to reduce leaching.,10.79893324,2151.5
13/11/2023,30.3,74.5,27.6,63.5,Seedling,Ammonium Sulphate,13.8,Improves grain quality and resistance,Prefer organic alternatives where possible.,10.35803413,3077.55
25/12/2023,22.9,56.7,33.7,74.1,Seedling,Seaweed Extract,26.9,Improves grain quality and resistance,Use split application to reduce leaching.,9.820611594,1388.37
31/12/2023,30.3,47.8,31.6,65.6,Panicle Initiation,Organic Compost,6,Potassium for stem and disease resistance,Use split application to reduce leaching.,9.417674561,2483.94
31/12/2023,24,34.8,29.5,82.5,Panicle Initiation,Calcium Nitrate,20.4,Slow-release phosphorus,Ensure soil testing before application.,9.101587608,2447.64
03/05/2023,23.7,56.7,30.1,76.7,Seedling,Biochar,9.7,Growth stimulant and micronutrients,Use split application to reduce leaching.,9.614156407,2931.19
28/08/2023,28.6,69.6,28,89.7,Seedling,MOP,9.6,Nitrogen enrichment from legumes,Avoid chemical overuse; combine with compost.,10.54680593,2398.61
15/07/2023,24.5,67.2,27.6,75.9,Flowering,Biochar,18.1,Micronutrient for enzyme activation,Prefer organic alternatives where possible.,9.961028071,3575.07
08/04/2023,27.6,73.6,27.6,84,Panicle Initiation,Biochar,14,Magnesium for chlorophyll synthesis,Avoid chemical overuse; combine with compost.,10.55487208,749.59
23/12/2023,32.9,27.8,27.7,60,Panicle Initiation,Iron Chelate,28.2,Nitrogen boost for vegetative growth,Maintain irrigation schedule to avoid fertilizer runoff.,8.760998897,1367.27
20/06/2023,26,66.2,34.3,88.8,Harvest,Magnesium Sulphate,20.1,Potassium for stem and disease resistance,Prefer organic alternatives where possible.,10.51305767,528.06
04/06/2023,26.4,70.6,32,67,Flowering,Biochar,25.5,Slow-release phosphorus,Use split application to reduce leaching.,10.53325536,3319.67
08/03/2023,29.4,59.3,34.3,71,Tillering,Green Manure,27.4,Magnesium for chlorophyll synthesis,Use split application to reduce leaching.,10.22938955,3424.86
29/03/2023,32.9,49.4,34.5,89.3,Tillering,Humic Acid,5.1,Micronutrient for enzyme activation,Use split application to reduce leaching.,9.988286608,2845.21
19/08/2023,26.5,72.2,32.7,90.7,Tillering,Zinc Sulphate,13.7,Improves soil fertility and carbon retention,Maintain irrigation schedule to avoid fertilizer runoff.,10.79616472,2580.86
02/03/2023,24.8,34.8,30.5,93.9,Seedling,Iron Chelate,22.5,Phosphorus for root development,Prefer organic alternatives where possible.,9.486084003,2225.64
07/06/2023,33.4,29.5,30.2,81.4,Tillering,Ammonium Sulphate,21.8,Enhances microbial activity,Use split application to reduce leaching.,9.236666519,2645.36
20/02/2023,23.2,30.2,32.8,80,Harvest,Organic Compost,17.7,Potassium for stress tolerance,Avoid chemical overuse; combine with compost.,8.936510451,591.16
12/01/2023,23,59.5,27.3,69.4,Seedling,Ammonium Sulphate,12.6,Iron supply to prevent chlorosis,Ensure soil testing before application.,9.406559811,711.09
03/05/2023,29.2,75,32.8,88.6,Seedling,Potash,16.5,Improves soil structure and moisture retention,Use split application to reduce leaching.,11.07880973,829.82
30/03/2023,33.6,69.1,27.7,91,Tillering,Ammonium Sulphate,4.5,Micronutrient for flower formation,Ensure soil testing before application.,10.71214255,2171.81
26/03/2023,29.2,60,26.7,78.5,Seedling,Seaweed Extract,22,Slow-release phosphorus,Maintain irrigation schedule to avoid fertilizer runoff.,10.05469132,3037.78
21/02/2023,24.4,38.1,27.9,84.2,Flowering,Urea,29.5,Nitrogen boost for vegetative growth,Use split application to reduce leaching.,9.280620755,1560.2
09/06/2023,28.8,65.8,31.3,80.9,Flowering,Boron,16.2,Micronutrient for flower formation,Use split application to reduce leaching.,10.38826448,1473.89
06/08/2023,22.7,68.6,34.2,73.9,Tillering,Urea,28,Slow-release phosphorus,Maintain irrigation schedule to avoid fertilizer runoff.,10.42061294,2920.87
22/04/2023,25.9,53.9,27.8,69.7,Harvest,Zinc Sulphate,15.9,Nitrogen and sulphur supply,Ensure soil testing before application.,9.246052638,3122.45
25/04/2023,31.1,61,30.9,62.1,Seedling,Boron,22,Soil conditioner and nutrient uptake,Maintain irrigation schedule to avoid fertilizer runoff.,10.17291577,1899.09
15/12/2023,24.4,75,33.9,86.5,Panicle Initiation,Urea,5,Nitrogen and sulphur supply,Avoid chemical overuse; combine with compost.,10.39862753,2499.93
